ID,weiboID,userID,weibo_content,postTime,datatime,weibourl
1,1,新财富杂志, 【中国骗子产业规模超千亿，问你怕不怕？】2013年，《中国新闻周刊》曾报道，中国十大骗子产业，每年非法获利中国人3000亿元以上！更可怕的是，他们并不是孤军奋战，徐玉玉的个人消息被曝光，就是这背后更为隐蔽的诈骗团体。O中国骗子产业规模超千亿，问你怕不怕？ ,8月29日 17:35,2016/9/21 星期三 下午 9:21:25,http://weibo.com/1708922835/E5OFTc5Za?refer_flag=1001030103_?type=comment
2,2,吃喝玩乐乌鲁木齐, #乌鲁木齐身边事#【惹怒诈骗团伙 乌市男子大半月被“呼死你”缠上身】半个月前警告过诈骗团体打来的诈骗电话，结果被电话“盯死”，连着半个月忍受着“呼死你”的狂轰乱炸！一天最多能接3000个电话，半月来，乌鲁木齐市民遭遇了“呼死你”，因为接电话太多，直接把电话听筒接坏。8月5号，陈先生告诉记者，八月初，他总是接到陌生电话吗，让其充话费、买车险，陈先生认为是诈骗电话，于是言辞犀利的把对方说了一通，“没想到从8月10号开始，我的手机就断断续续就像着了魔一般，总是被未知号码狂打。”

“接上就挂断，挂断隔几秒就响了，没有显示电话号码。”陈先生说，从8月中旬开始基本上每天分三个时间段进行‘轰炸’，即早上8点到10点持续两小时，中午12点到1点，下午5点开始响，最长的一次从下午5点，一直打到了晚上11点半。”陈先生说，大多数时候是10秒钟要响一次，有时候也会停一会再响，“有时候，一天能接近3000个电话。最后直接电话打的没电了。”

“现在我的电话使用的是免提，听筒因为接的电话太多已经坏了。”陈先生说，“它一响就一直占线，给我打电话的人也打不进来，最关键是不知道号码没有办法拉黑。”虽然没有来电显示，陈先生关机再开机时，手机“小秘书”就会显示有号码是13203343625来自湖南株洲的联通用户的来电，陈先生收到这样的短信有四五十条，给对方回过去电话却打不通。

无奈之下，8月28日陈先生凭着这条短信到附近的乌市公安局三工派出所报案。立案后手机安静了一天， 本以为一切都解决了，8月30日上午12点和9月2号下午19点，“我的手机再次想起，每隔十秒响一次持续了20多分钟。”

“呼死你”现在并不再少见，不少人受到过该电话的骚扰，原本是整人游戏，却逐渐演变成为一种新的诈骗方式。“得罪了骗子集团”陈先生很无奈，现在不知道手机还要被“骚扰”多久，晚上睡觉不能开机怕吵着孩子睡觉，关机又怕耽误工作电话。目前陈先生只能等待公安局和联通公司的消息。 ,9月8日 12:01,2016/9/21 星期三 下午 9:28:04,http://weibo.com/3195749243/E7iLEjH28?refer_flag=1001030103_?type=comment
3,3,中国台湾网, 【高雄团体上访民进党中央 控诉陈菊“诈骗市长”】高雄市十余个公民团体代表近50人，上午至民进党中央党部抗议，表达对“陈菊市长霸道执政”的不满。召集人陈铭彬指出，陈菊竞选时强调“资讯透明，公民参与”，但对民众抗争事件的回应却越来越含糊。并称陈菊欺骗人民，是一个诈骗市长。(中评网) ,8月31日 14:30,2016/9/21 星期三 下午 9:29:35,http://weibo.com/1709286740/E66jN5vNO?refer_flag=1001030103_?type=comment
4,4,道长原来是只喵QAQ, 个人看法。对于一些诈骗犯我只能说你们真的好无耻你有能力诈骗那些有钱集团别诈骗那些老人小孩或一些需要治病用钱的人，脑子他妈进的都是猪油，有能耐你去诈骗集团啊，就会欺负一些比你更弱的团体。 2锦州·辽工 ,8月28日 13:42,2016/9/21 星期三 下午 9:30:01,http://weibo.com/5236784831/E5DIXcMRt?refer_flag=1001030103_?type=comment
5,5,毛小毛MilkyWay, 我承认现在的骗子技术都很高超！！！我也被骗过很多钱（所以我也能理解-故事-主人公）！！！诈骗~这些个团体终将得不到引导和救赎！变得完全不顾他人，哪怕置人于死地也不会有一点内疚！！！是什么？为什么会沦落到如此可悲的处境『徐玉玉父亲谢绝捐款，希望尽快抓住骗子_手机新浪网』O徐玉玉父亲谢绝捐款，希望尽快抓住骗子 ,8月25日 21:37,2016/9/21 星期三 下午 9:31:14,http://weibo.com/5194215084/E5eyczOA4?refer_flag=1001030103_?type=comment
6,6,小沙弥大沙弥老沙弥, 技术提高，真情流露的团体诈骗不是每个人都能看穿的， 今天挽救了一对迷途的羔羊，做了一件善事。看我大学生年代。 2武汉·汉兴街区 ,8月15日 10:23,2016/9/21 星期三 下午 9:31:38,http://weibo.com/3024352763/E3DRG2NB3?refer_flag=1001030103_?type=comment
7,7,纯构Lazy, 男神！我爸去上海鉴定个袁大头，那边鉴定说要6000的鉴定费，这个价格贵吗？关于这种骗人钱财的好像很多啊？我爸说那边还有一个“老乡”，“老乡”说可以3000给我爸，只要袁大头卖了分点钱給他就好。这会不会是团体诈骗啊！担心我爸安全。看到请回答，谢谢~@博物杂志 @警察蜀黍 @江宁公安在线 ,8月11日 13:49,2016/9/21 星期三 下午 9:32:01,http://weibo.com/5358278232/E33vuxXiF?refer_flag=1001030103_?type=comment
8,8,MENG孟娅, 想请问一下卖假药给老头老太太赚这种黑心钱耽误病情的诈骗团体是像公安举报还是工商局？@合肥肥西严店公安派出所 @合肥市公安局莲花派出所 @合肥工商网监 @合肥工商行政执法 @合肥帮女郎 @合肥新闻频 ,7月29日 12:02,2016/9/21 星期三 下午 9:32:31,http://weibo.com/1743100161/E14fudSjA?refer_flag=1001030103_?type=comment
9,9,加减人生2012, 针对病友信息泄露的情况，客观认为首先不要恐慌，数据流出已成事实，即便侦破数据也很难销毁了，而且这类大多属于跨境跨国的诈骗团体，除了要求相关部门封堵漏洞，我们也需要淡定的思考应对，陌生电话不接听，确认信息不回应，往往诈骗团体就很难利用你的恐惧之心进行诱骗了，事实证明防范为第一手段， ,7月16日 22:05,2016/9/21 星期三 下午 9:33:16,http://weibo.com/2931688165/DF763cpv0?refer_flag=1001030103_?type=comment
10,10,-无聊不无聊, 我弟今年高一，他网恋了，对方是中国财经政法大学大三临床专业的一名女生，甘肃人，叫啥我也不清楚…
之前我弟跟我说过一回，还说视频过还跟他爸在电话里说过话，当时我就想这姑娘这么闲她爸也这么闲，团体诈骗？我只当他小孩玩玩而已只是安排别被骗财就行，就在昨天…
昨晚那个姑娘跟我弟聊天的时候一个劲嗷嗷要跟我说话，我怎么可能跟她一样闲去跟她说话，就一而再的拒绝了我弟的请求，然后那个女的加我微信了…
我看了她朋友圈，仅有的几张照片不是戴墨镜就是捂脸没有一张正面，她开始跟我扯是跟室友打赌看能不能让一个男生不是因为她的外貌而喜欢她，她室友也是闲，然后就遇到了我弟，当时我就怼她看来你很美啊，男生都爱你的脸，她还跟我扯她很喜欢我弟，不耽误我弟学习，什么只要我不同意她就不会再联系我弟，这是要让我被动背棒打鸳鸯的锅啊，是不是看忽悠不住我所以找理由撤呢，你们联系不联系关我屁事，我也管不住啊，说的我都快感动了，高一和大三的跨世纪爱情
然后我让她发学生证和身份证的照片，可以挡住主要信息的那种，她说在家证件在学校，我说你可以登学籍网截图给我看也行…她又说我图你弟什么，我真给你发过去了怎么说，我说我就是想看下你是男是女，其他你们随意玩，我不管也管不住，她又开始扯她很喜欢我弟现在心里很难受，到我睡觉还是没发照片，今天我一看她把我删了
我跟我弟说，你网上的那个女朋友是个男的，我弟说，你不知道，你啥也不懂…
我就再也没说话 ,7月9日 18:32,2016/9/21 星期三 下午 9:33:42,http://weibo.com/3820256283/DE1Ij73hM?refer_flag=1001030103_?type=comment
11,11,湖北三人行文化, 【免费看演唱会还有钱拿？！假的啦！】活捉一只诈骗！！！近期，有个别微信公众号擅自对外发布招聘《五月天演唱会武汉站》现场兼职工作人员的信息，在此#严重声明#湖北叁人行文化传播有限公司从未向任何个人团体及社会单位招募自愿者及兼职，各位请勿相信！谨防受骗上当！ ,7月3日 19:01,2016/9/21 星期三 下午 9:34:07,http://weibo.com/2218533827/DD7kYdvc8?refer_flag=1001030103_?type=comment
12,12,滨州赵金磊, #景言公益联盟#以奉献友爱互助进步为目标！志愿北京注册的志愿者团体！初建目的为网络公益，随手传播正能量，防范网络诈骗，共同举报，参与，揭发网络不文明现象，携手共同创建文明的网络环境。同时会接入养老服务、环保服务、支援服务等活动。欢迎以#景言公益联盟#并@滨州赵金磊 。共同参与网络生活。 ,6月29日 17:32,2016/9/21 星期三 下午 9:34:31,http://weibo.com/2933992473/DCv336WuP?refer_flag=1001030103_?type=comment
13,13,CrazyStarIsYou, #贴吧吧主集资诈骗千万#@公安部打四黑除四害 渡边麻友吧连续三年总选集资涉嫌诈骗，总金额可达千万，目前吧务团体拿出的账目已经被众网友核实存在重大疏漏，并拿出虚假银行汇款单。吧务群体目前被疑为一诈骗团体，目前涉案淘宝店已经纷纷改名关店。 ,6月20日 12:24,2016/9/21 星期三 下午 9:35:16,http://weibo.com/1842607994/DB6be4ABy?refer_flag=1001030103_?type=comment
14,14,Parchemn, 昨天一則外省老兵被羞辱的影片被轉爆了，該名女子所屬的組織今天跳出來撇清關係。那團體基本上是個專吸收傻逼的組織，會自己發行護照跟車牌，也因此有詐騙集團之嫌，會相信這一套，花錢加入的人基本上可論定為腦殘。 ,6月10日 13:41,2016/9/21 星期三 下午 9:35:43,http://weibo.com/5708104124/DzApOBAZQ?refer_flag=1001030103_?type=comment
18,15,赤木与森, #K-Friend上海拼盘主办方诈骗粉丝# #EXO上海演唱会仅唱5首歌# EXO被主办违约却依然认真演出这才是真相！我们今天不谈三观，不谈民智，只是作为一个消费者维护我们的合法权益，作为一个粉丝为认真敬业的偶像正名！ , 3月27日 11:47,2016/9/22 星期四 下午 9:12:04,http://weibo.com/5271695425/DoaC5lgFK?refer_flag=1001030103_?type=comment
19,16,潇湘晨报, 【EXO上海演唱会仅唱5首歌 粉丝傻眼高喊“诈骗”】有网友爆料，韩国团体EXO近日到上海参加拼盘演唱会，当天表演按照主办单位公告应从晚上7点30分开始，22点30分结束。然而，演唱会在21:00就提早结束，而EXO在整场演唱会中只唱了5首歌，让歌迷傻眼。主办方还向歌迷收了几万元的摊位费，彻底惹怒了粉丝。OEXO上海演唱会仅唱5首歌 粉丝傻眼高喊“诈骗” , 3月27日 12:30,2016/9/22 星期四 下午 9:12:40,http://weibo.com/1655444627/DoaTrzBMo?refer_flag=1001030103_?type=comment
20,17,迷着sehun牵着山P的白的girl, 请某些黑别一看这样就趁机酸，主办方为国人所为，exo在无演出费无服装无化妆师还没彩排情况下不顾经纪人抯拦自备服装素颜上阵，为的就是对得起粉丝应援，主办方利用团体人气骗取粉丝钱财，已属诈骗及严重侵害双方利益，粉丝居多钱财上万。这必须要主办方给粉丝和偶像一个交代[微… °EXO上海演唱会仅唱5首.粉丝震怒高喊被骗 真实... , 3月27日 11:52,2016/9/22 星期四 下午 9:12:46,http://weibo.com/5473088257/DoaEc0suZ?refer_flag=1001030103_?type=comment
21,18,扬子晚报, 【一场Bigbang演唱会 涌现花样百出的诈骗手段】3月19日，韩国火爆的偶像团体Bigbang在南京奥体中心开了一场演唱会，由于偶像太火，一票难求，于是粉丝们纷纷通过别的渠道“搞”门票。演唱会结束后，南京市公安局建邺分局接到了一系列上当受骗的警情，被骗金额从几千到上万元不等。O一场Bigbang演唱会 涌现花样百出的诈骗手段 , 3月23日 23:10,2016/9/22 星期四 下午 9:12:49,http://weibo.com/1653603955/DnDnksOjI?refer_flag=1001030103_?type=comment
22,19,九龙坡热腾腾菜_, 原话题被撤，新话题为：#音乐风云榜联合偶扑诈骗# 别欺人太甚！俊凯还有粉丝 还有凯家团体 了了??请不要装死好吗 @偶扑??@音乐风云榜 @偶扑 @音乐风云榜 @偶扑 @音乐风云榜 @偶扑 @音乐风云榜 @偶扑 @音乐风云榜 @偶扑 @音乐风云榜 @偶扑 @音乐风云榜 @偶扑 @音乐风云榜 @偶扑 @音乐风云榜 @偶扑 @音乐风云榜 @偶扑 @音乐风云榜 @偶扑 2重庆·茶山竹海街区 , 3月23日 13:21,2016/9/22 星期四 下午 9:12:54,http://weibo.com/1111604805/Dnzwwb7IU?refer_flag=1001030103_?type=comment
23,20,喵呜星123, 记住这个诈骗团体，什么打字挣钱都是骗人的。希望很多人看见别再被骗 , 2月29日 18:26,2016/9/22 星期四 下午 9:12:59,http://weibo.com/5049549656/Dk6GHqpK5?refer_flag=1001030103_?type=comment
